X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.4986516,34.72616575,西中島南方駅,にしなかじまみなみがたえき,西中島南方駅（にしなかじまみなみがたえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5377
135.4991367,34.72571908,南方駅,みなみがたえき,南方駅（みなみがたえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5379
135.4985593,34.73229386,地下鉄御堂筋線新大阪駅,ちかてつみどうすじせんしんおおさかえき,地下鉄御堂筋線新大阪駅（ちかてつみどうすじせんしんおおさかえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5374
135.5105336,34.73135369,崇禅寺駅,そうぜんじえき,崇禅寺駅（そうぜんじえき）,,東淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5288
135.4831664,34.73705697,三国駅,みくにえき,三国駅（みくにえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5375
135.5000024,34.73342744,新大阪駅,しんおおさかえき,新大阪駅（しんおおさかえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5372
135.504596,34.73993447,東淀川駅,ひがしよどがわえき,東淀川駅（ひがしよどがわえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5380
135.4985175,34.74086864,東三国駅,ひがしみくにえき,東三国駅（ひがしみくにえき）,,淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5381
135.5108476,34.70359731,地下鉄堺筋線扇町駅,ちかてつさかいすじせんおうぎまちえき,地下鉄堺筋線扇町駅（ちかてつさかいすじせんおうぎまちえき）,,北区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5419
135.5121095,34.70495467,天満駅,てんまえき,天満駅（てんまえき）,,北区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5423
135.5203378,34.70492403,桜ノ宮駅,さくらのみやえき,桜ノ宮駅（さくらのみやえき）,,都島区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5214
135.5120657,34.71056339,地下鉄谷町線天神橋筋六丁目駅,ちかてつたにまちせんてんじんばしすじろくちょうめえき,地下鉄谷町線天神橋筋六丁目駅（ちかてつたにまちせんてんじんばしすじろくちょうめえき）,,北区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5422
135.5261104,34.7089495,地下鉄谷町線都島駅,ちかてつたにまちせんみやこじまえき,地下鉄谷町線都島駅（ちかてつたにまちせんみやこじまえき）,,都島区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5216
135.5389714,34.70974225,地下鉄谷町線野江内代駅,ちかてつたにまちせんのえうちんだいえき,地下鉄谷町線野江内代駅（ちかてつたにまちせんのえうちんだいえき）,,都島区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5215
135.5433453,34.70705161,野江駅,のええき,野江駅（のええき）,,城東区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5303
135.5467665,34.71249222,関目駅,せきめえき,関目駅（せきめえき）,,城東区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5304
135.5458293,34.71521844,地下鉄谷町線関目高殿駅,ちかてつたにまちせんせきめたかどのえき,地下鉄谷町線関目高殿駅（ちかてつたにまちせんせきめたかどのえき）,,旭区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5301
135.5114378,34.72823817,柴島駅,くにじまえき,柴島駅（くにじまえき）,,東淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5285
135.5491482,34.72385553,地下鉄谷町線千林大宮駅,ちかてつたにまちせんせんばやしおおみやえき,地下鉄谷町線千林大宮駅（ちかてつたにまちせんせんばやしおおみやえき）,,旭区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5298
135.5515621,34.71960192,森小路駅,もりしょうじえき,森小路駅（もりしょうじえき）,,旭区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5300
135.5550999,34.72420625,千林駅,せんばやしえき,千林駅（せんばやしえき）,,旭区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5297
135.5544404,34.73102,地下鉄谷町線太子橋今市駅,ちかてつたにまちせんたいしばしいまいちえき,地下鉄谷町線太子橋今市駅（ちかてつたにまちせんたいしばしいまいちえき）,,旭区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5299
135.5726804,34.70358697,地下鉄長堀鶴見緑地線横堤駅,ちかてつながほりつるみりょくちせんよこづつみえき,地下鉄長堀鶴見緑地線横堤駅（ちかてつながほりつるみりょくちせんよこづつみえき）,,鶴見区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5384
135.5802337,34.71077828,地下鉄長堀鶴見緑地線鶴見緑地駅,ちかてつながほりつるみりょくちせんつるみりょくちえき,地下鉄長堀鶴見緑地線鶴見緑地駅（ちかてつながほりつるみりょくちせんつるみりょくちえき）,,鶴見区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5383
135.5164928,34.73884269,淡路駅,あわじえき,淡路駅（あわじえき）,,東淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5287
135.5198373,34.74651589,下新庄駅,しもしんじょうえき,下新庄駅（しもしんじょうえき）,,東淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5286
135.5528133,34.73492939,地下鉄今里筋線太子橋今市駅,ちかてついまざとすじせんたいしばしいまいちえき,地下鉄今里筋線太子橋今市駅（ちかてついまざとすじせんたいしばしいまいちえき）,,大阪市以外,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5205
135.5331846,34.75111836,上新庄駅,かみしんじょうえき,上新庄駅（かみしんじょうえき）,,東淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5283
135.5338705,34.75793803,相川駅,あいかわえき,相川駅（あいかわえき）,,東淀川区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5284
135.4794245,34.66572436,大正駅,,大正駅（）,,大正区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5251
135.534458,34.68859306,大阪城公園駅,,大阪城公園駅（）,,中央区,,,,,,,,,駅・バス停,駅,駅・バス停/駅,163,5458
135.5252026,34.65516233,勝山四丁目,かつやま４ちょうめ,勝山四丁目（かつやま４ちょうめ）,大阪市天王寺区烏ケ辻２丁目８番先,天王寺区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,91555
135.525848,34.65477242,勝山四丁目,かつやま４ちょうめ,勝山四丁目（かつやま４ちょうめ）,大阪市天王寺区勝山４丁目６番先,天王寺区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,91577
135.5258963,34.65457803,勝山四丁目,かつやま４ちょうめ,勝山四丁目（かつやま４ちょうめ）,大阪市天王寺区勝山４丁目７番先,天王寺区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,91578
135.5157706,34.64834139,あべの橋,あべのばし,あべの橋（あべのばし）,大阪市天王寺区悲田院町６番先,天王寺区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90001
135.514167,34.64656772,あべの橋,あべのばし,あべの橋（あべのばし）,大阪市阿倍野区阿倍野筋１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90002
135.5144909,34.64648753,あべの橋,あべのばし,あべの橋（あべのばし）,大阪市阿倍野区阿倍野筋１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90003
135.5132788,34.64709989,あべの橋,あべのばし,あべの橋（あべのばし）,大阪市天王寺区悲田院町１０番先,天王寺区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90004
135.5133306,34.64738875,あべの橋（おりば）,あべのばし,あべの橋（おりば）（あべのばし）,大阪市天王寺区悲田院町１０番先,天王寺区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90006
135.5137277,34.64635847,あべの橋,あべのばし,あべの橋（あべのばし）,大阪市阿倍野区阿倍野筋１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90007
135.5112309,34.64036572,阿倍野筋四丁目,あべのすじ４ちょうめ,阿倍野筋四丁目（あべのすじ４ちょうめ）,大阪市阿倍野区阿倍野筋４丁目１８番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90010
135.5115431,34.64067539,阿倍野筋四丁目,あべのすじ４ちょうめ,阿倍野筋四丁目（あべのすじ４ちょうめ）,大阪市阿倍野区阿倍野筋４丁目３番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90011
135.5108115,34.63822839,阿倍野筋五丁目,あべのすじ５ちょうめ,阿倍野筋五丁目（あべのすじ５ちょうめ）,大阪市阿倍野区阿倍野筋５丁目３番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90012
135.5099011,34.63461014,松虫,まつむし,松虫（まつむし）,大阪市阿倍野区阿倍野元町２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90013
135.5095158,34.63058686,王子町,おうじちょう,王子町（おうじちょう）,大阪市阿倍野区阿倍野元町９番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90014
135.5091477,34.64775136,市立大学病院前,しりつだいがくびょういんまえ,市立大学病院前（しりつだいがくびょういんまえ）,大阪市阿倍野区旭町１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90015
135.5092952,34.64752892,市立大学病院前,しりつだいがくびょういんまえ,市立大学病院前（しりつだいがくびょういんまえ）,大阪市阿倍野区旭町１丁目５番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90017
135.5101101,34.63466869,松虫,まつむし,松虫（まつむし）,大阪市阿倍野区王子町１丁目１１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90019
135.5098065,34.63120067,王子町,おうじちょう,王子町（おうじちょう）,大阪市阿倍野区王子町２丁目１７番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90020
135.5093351,34.62800106,北畠公園前,きたばたけこうえんまえ,北畠公園前（きたばたけこうえんまえ）,大阪市阿倍野区王子町３丁目１３番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90023
135.5091056,34.62582089,阪南団地前,はんなんだんちまえ,阪南団地前（はんなんだんちまえ）,大阪市阿倍野区王子町４丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90024
135.5102504,34.63705111,阿倍野筋五丁目,あべのすじ５ちょうめ,阿倍野筋五丁目（あべのすじ５ちょうめ）,大阪市阿倍野区丸山通１丁目５番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90025
135.5134777,34.621808,阪南町五丁目,はんなんちょう５ちょうめ,阪南町五丁目（はんなんちょう５ちょうめ）,大阪市阿倍野区阪南町５丁目２１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90033
135.5128366,34.62169853,阪南町五丁目,はんなんちょう５ちょうめ,阪南町五丁目（はんなんちょう５ちょうめ）,大阪市阿倍野区阪南町５丁目２４番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90034
135.5192492,34.64335186,三明町一丁目,さんめいちょう１ちょうめ,三明町一丁目（さんめいちょう１ちょうめ）,大阪市阿倍野区三明町１丁目２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90037
135.5186796,34.64060153,三明町二丁目,さんめいちょう２ちょうめ,三明町二丁目（さんめいちょう２ちょうめ）,大阪市阿倍野区三明町２丁目７番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90038
135.5189325,34.63922586,あべの区役所前,あべのくやくしょまえ,あべの区役所前（あべのくやくしょまえ）,大阪市阿倍野区三明町２丁目９番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90039
135.5158809,34.62157897,地下鉄西田辺,ちかてつにしたなべ,地下鉄西田辺（ちかてつにしたなべ）,大阪市阿倍野区昭和町５丁目１２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90043
135.5179129,34.645666,鉄道病院,てつどうびょういん,鉄道病院（てつどうびょういん）,大阪市阿倍野区松崎町１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90044
135.5178184,34.64543817,鉄道病院,てつどうびょういん,鉄道病院（てつどうびょういん）,大阪市阿倍野区松崎町１丁目２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90045
135.5189981,34.64308714,三明町一丁目,さんめいちょう１ちょうめ,三明町一丁目（さんめいちょう１ちょうめ）,大阪市阿倍野区松崎町２丁目６番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90046
135.5184733,34.64087883,三明町二丁目,さんめいちょう２ちょうめ,三明町二丁目（さんめいちょう２ちょうめ）,大阪市阿倍野区松崎町３丁目１２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90047
135.5146984,34.62151203,地下鉄西田辺,ちかてつにしたなべ,地下鉄西田辺（ちかてつにしたなべ）,大阪市阿倍野区西田辺町１丁目１７番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90052
135.5001191,34.62468325,帝塚山中一丁目,てづかやまなか１ちょうめ,帝塚山中一丁目（てづかやまなか１ちょうめ）,大阪市阿倍野区帝塚山１丁目１２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90056
135.5026073,34.62388544,姫松,ひめまつ,姫松（ひめまつ）,大阪市阿倍野区帝塚山１丁目８番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90058
135.4996578,34.62462733,帝塚山中一丁目,てづかやまなか１ちょうめ,帝塚山中一丁目（てづかやまなか１ちょうめ）,大阪市住吉区帝塚山中１丁目４番先,住吉区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90059
135.5201416,34.64488994,天王寺町南一丁目,てんのうじちょうみなみ１ちょうめ,天王寺町南一丁目（てんのうじちょうみなみ１ちょうめ）,大阪市阿倍野区天王寺町南１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90060
135.5201798,34.64463786,天王寺町南一丁目,てんのうじちょうみなみ１ちょうめ,天王寺町南一丁目（てんのうじちょうみなみ１ちょうめ）,大阪市阿倍野区天王寺町南１丁目３番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90061
135.5240531,34.6430585,天王寺町南二丁目,てんのうじちょうみなみ２ちょうめ,天王寺町南二丁目（てんのうじちょうみなみ２ちょうめ）,大阪市阿倍野区天王寺町南２丁目１０番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90063
135.5241993,34.64325133,天王寺町南二丁目,てんのうじちょうみなみ２ちょうめ,天王寺町南二丁目（てんのうじちょうみなみ２ちょうめ）,大阪市阿倍野区天王寺町南２丁目５番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90064
135.5270891,34.64588911,源ケ橋,げんがばし,源ケ橋（げんがばし）,大阪市阿倍野区天王寺町北３丁目２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90066
135.507535,34.62272836,播磨町,はりまちょう,播磨町（はりまちょう）,大阪市阿倍野区播磨町１丁目１９番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90067
135.5103708,34.62210875,播磨町一丁目,はりまちょう１ちょうめ,播磨町一丁目（はりまちょう１ちょうめ）,大阪市阿倍野区播磨町１丁目２２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90068
135.5106653,34.621905,播磨町一丁目,はりまちょう１ちょうめ,播磨町一丁目（はりまちょう１ちょうめ）,大阪市阿倍野区播磨町１丁目２３番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90069
135.5227496,34.63826872,美章園,びしょうえん,美章園（びしょうえん）,大阪市阿倍野区美章園１丁目９番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90071
135.5191199,34.63907031,あべの区役所前,あべのくやくしょまえ,あべの区役所前（あべのくやくしょまえ）,大阪市阿倍野区文の里１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90072
135.5245294,34.63769872,美章園,びしょうえん,美章園（びしょうえん）,大阪市東住吉区北田辺１丁目２番先,東住吉区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90074
135.5088555,34.62567189,阪南団地前,はんなんだんちまえ,阪南団地前（はんなんだんちまえ）,大阪市阿倍野区北畠１丁目１２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90075
135.5091261,34.627961,北畠公園前,きたばたけこうえんまえ,北畠公園前（きたばたけこうえんまえ）,大阪市阿倍野区北畠１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90076
135.5074681,34.62299706,播磨町,はりまちょう,播磨町（はりまちょう）,大阪市阿倍野区万代１丁目１番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90077
135.5067389,34.62261622,播磨町,はりまちょう,播磨町（はりまちょう）,大阪市阿倍野区万代１丁目６番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90078
135.5287464,34.64464339,林寺一丁目,はやしじ１ちょうめ,林寺一丁目（はやしじ１ちょうめ）,大阪市阿倍野区天王寺町北３丁目１２番先,阿倍野区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90079
135.5588631,34.71512769,地下鉄新森古市,ちかてつしんもりふるいち,地下鉄新森古市（ちかてつしんもりふるいち）,大阪市城東区古市３丁目１６番先,城東区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90080
135.538513,34.72011689,旭陽中学校前,きょくようちゅうがっこうまえ,旭陽中学校前（きょくようちゅうがっこうまえ）,大阪市旭区高殿５丁目１１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90081
135.5383031,34.71997481,旭陽中学校前,きょくようちゅうがっこうまえ,旭陽中学校前（きょくようちゅうがっこうまえ）,大阪市旭区高殿２丁目２１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90082
135.5381435,34.71765122,高殿二丁目,たかどの２ちょうめ,高殿二丁目（たかどの２ちょうめ）,大阪市旭区高殿２丁目９番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90083
135.5377929,34.71706283,高殿二丁目,たかどの２ちょうめ,高殿二丁目（たかどの２ちょうめ）,大阪市旭区高殿２丁目５番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90084
135.5472846,34.71822011,高殿七丁目,たかどの７ちょうめ,高殿七丁目（たかどの７ちょうめ）,大阪市旭区高殿６丁目１５番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90085
135.5466241,34.71603033,高殿,たかどの,高殿（たかどの）,大阪市旭区高殿６丁目３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90086
135.5475136,34.71821064,高殿七丁目,たかどの７ちょうめ,高殿七丁目（たかどの７ちょうめ）,大阪市旭区高殿７丁目１８番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90087
135.5468075,34.71591817,高殿,たかどの,高殿（たかどの）,大阪市旭区高殿７丁目７番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90088
135.5520105,34.72914703,今市,いまいち,今市（いまいち）,大阪市旭区今市１丁目１８番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90089
135.5500488,34.72617733,今市一丁目,いまいち１ちょうめ,今市一丁目（いまいち１ちょうめ）,大阪市旭区今市１丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90090
135.5562551,34.71826544,新森公園前,しんもりこうえんまえ,新森公園前（しんもりこうえんまえ）,大阪市旭区新森４丁目２２番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90091
135.5563278,34.71840822,新森公園前,しんもりこうえんまえ,新森公園前（しんもりこうえんまえ）,大阪市旭区新森４丁目２２番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90092
135.5605499,34.71811481,旭東中学校前,きょくとうちゅうがっこうまえ,旭東中学校前（きょくとうちゅうがっこうまえ）,大阪市旭区新森４丁目２７番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90093
135.55775,34.71533483,地下鉄新森古市,ちかてつしんもりふるいち,地下鉄新森古市（ちかてつしんもりふるいち）,大阪市旭区新森４丁目２番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90094
135.5604689,34.71597306,緑一丁目,みどり１ちょうめ,緑一丁目（みどり１ちょうめ）,大阪市旭区新森４丁目４番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90095
135.560574,34.71898619,旭東中学校前,きょくとうちゅうがっこうまえ,旭東中学校前（きょくとうちゅうがっこうまえ）,大阪市旭区新森５丁目４番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90096
135.5607503,34.71802875,旭東中学校前,きょくとうちゅうがっこうまえ,旭東中学校前（きょくとうちゅうがっこうまえ）,大阪市旭区新森６丁目７番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90097
135.5615033,34.71524358,緑一丁目,みどり１ちょうめ,緑一丁目（みどり１ちょうめ）,大阪市旭区新森６丁目３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90098
135.5607831,34.71906361,旭東中学校前,きょくとうちゅうがっこうまえ,旭東中学校前（きょくとうちゅうがっこうまえ）,大阪市旭区新森７丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90099
135.5643489,34.71915608,新森七丁目,しんもり７ちょうめ,新森七丁目（しんもり７ちょうめ）,大阪市旭区新森７丁目９番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90100
135.5482548,34.72067417,森小路,もりしょうじ,森小路（もりしょうじ）,大阪市旭区森小路１丁目１０番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90101
135.5606401,34.72097358,清水二丁目,しみず２ちょうめ,清水二丁目（しみず２ちょうめ）,大阪市旭区清水２丁目４番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90102
135.5608532,34.72110244,清水二丁目,しみず２ちょうめ,清水二丁目（しみず２ちょうめ）,大阪市旭区清水４丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90103
135.5609599,34.72432356,清水五丁目,しみず５ちょうめ,清水五丁目（しみず５ちょうめ）,大阪市旭区清水５丁目１３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90104
135.560908,34.72281297,清水小学校前,しみずしょうがっこうまえ,清水小学校前（しみずしょうがっこうまえ）,大阪市旭区清水５丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90105
135.5606798,34.72228519,清水小学校前,しみずしょうがっこうまえ,清水小学校前（しみずしょうがっこうまえ）,大阪市旭区清水３丁目２８番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90106
135.535451,34.72248628,生江一丁目,いくえ１ちょうめ,生江一丁目（いくえ１ちょうめ）,大阪市旭区生江１丁目３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90107
135.5361883,34.72231931,生江一丁目,いくえ１ちょうめ,生江一丁目（いくえ１ちょうめ）,大阪市旭区生江１丁目６番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90108
135.537507,34.72798547,城北公園前,しろきたこうえんまえ,城北公園前（しろきたこうえんまえ）,大阪市旭区生江３丁目１２番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90109
135.5376854,34.72818481,城北公園前,しろきたこうえんまえ,城北公園前（しろきたこうえんまえ）,大阪市旭区生江３丁目２９番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90111
135.5311703,34.7233675,赤川一丁目,あかがわ１ちょうめ,赤川一丁目（あかがわ１ちょうめ）,大阪市旭区赤川１丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90112
135.5313714,34.72330053,赤川一丁目,あかがわ１ちょうめ,赤川一丁目（あかがわ１ちょうめ）,大阪市旭区赤川１丁目３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90113
135.5324678,34.72274158,赤川一丁目,あかがわ１ちょうめ,赤川一丁目（あかがわ１ちょうめ）,大阪市旭区赤川１丁目５番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90114
135.5332049,34.72257489,赤川一丁目,あかがわ１ちょうめ,赤川一丁目（あかがわ１ちょうめ）,大阪市旭区赤川１丁目６番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90116
135.5315572,34.72524189,赤川三丁目,あかがわ３ちょうめ,赤川三丁目（あかがわ３ちょうめ）,大阪市旭区赤川２丁目４番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90117
135.5351253,34.72732894,生江,いくえ,生江（いくえ）,大阪市旭区生江３丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90119
135.5309105,34.72544658,赤川三丁目,あかがわ３ちょうめ,赤川三丁目（あかがわ３ちょうめ）,大阪市旭区赤川２丁目２番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90120
135.5318133,34.72619736,赤川三丁目,あかがわ３ちょうめ,赤川三丁目（あかがわ３ちょうめ）,大阪市旭区赤川３丁目３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90121
135.5341131,34.7271185,生江,いくえ,生江（いくえ）,大阪市旭区赤川４丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90122
135.5494607,34.72451794,千林,せんばやし,千林（せんばやし）,大阪市旭区千林２丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90123
135.5517006,34.72916792,今市,いまいち,今市（いまいち）,大阪市旭区大宮４丁目２４番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90124
135.5516086,34.72960822,今市,いまいち,今市（いまいち）,大阪市旭区太子橋１丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90125
135.5467186,34.72111164,大宮一丁目,おおみや１ちょうめ,大宮一丁目（おおみや１ちょうめ）,大阪市旭区大宮１丁目１３番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90129
135.5478887,34.72105286,森小路,もりしょうじ,森小路（もりしょうじ）,大阪市旭区大宮１丁目１９番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90130
135.544395,34.72141553,旭区役所,あさひくやくしょ,旭区役所（あさひくやくしょ）,大阪市旭区大宮１丁目１番先,旭区,,,,,,,,,駅・バス停,バス停,駅・バス停/バス停,214,90131
